Year,Scenario,Group,Metric,Value,% Reduction vs S0 (group)
2040,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),112326.78424091381,0.0
2041,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),119838.59257244912,0.0
2042,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),127837.67519052059,0.0
2043,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),136339.92819985538,0.0
2044,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),145361.24770518113,0.0
2045,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),154917.52981122513,0.0
2046,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),165024.67062271468,0.0
2047,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),175698.5662443773,0.0
2048,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),186955.11278094037,0.0
2049,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),198810.20633713133,0.0
2050,S2 (Fuel switch – HGV→HVO),Ships,Emissions (ktCO2e),211279.74301767745,0.0
2002,S3 (Van electrification),Ships,Emissions (ktCO2e),40225.06786561302,0.0
2003,S3 (Van electrification),Ships,Emissions (ktCO2e),40965.672224732174,0.0
2004,S3 (Van electrification),Ships,Emissions (ktCO2e),41089.82252964465,0.0
2005,S3 (Van electrification),Ships,Emissions (ktCO2e),39527.140536123305,0.0
2006,S3 (Van electrification),Ships,Emissions (ktCO2e),38719.24799994094,0.0
2007,S3 (Van electrification),Ships,Emissions (ktCO2e),37333.066676870425,0.0
2008,S3 (Van electrification),Ships,Emissions (ktCO2e),38216.41832268459,0.0
2009,S3 (Van electrification),Ships,Emissions (ktCO2e),48721.32469315617,0.0
2010,S3 (Van electrification),Ships,Emissions (ktCO2e),40725.60754405812,0.0
2011,S3 (Van electrification),Ships,Emissions (ktCO2e),38374.588631163206,0.0
2012,S3 (Van electrification),Ships,Emissions (ktCO2e),38370.989710244234,0.0
2013,S3 (Van electrification),Ships,Emissions (ktCO2e),39158.83253707414,0.0
2014,S3 (Van electrification),Ships,Emissions (ktCO2e),55600.83886742563,0.0
2015,S3 (Van electrification),Ships,Emissions (ktCO2e),53730.8304570716,0.0
2016,S3 (Van electrification),Ships,Emissions (ktCO2e),29607.82906178484,0.0
2017,S3 (Van electrification),Ships,Emissions (ktCO2e),34936.556437338266,0.0
2018,S3 (Van electrification),Ships,Emissions (ktCO2e),39447.63433950461,0.0
2019,S3 (Van electrification),Ships,Emissions (ktCO2e),28373.584524056758,0.0
2020,S3 (Van electrification),Ships,Emissions (ktCO2e),48611.428746767546,0.0
2021,S3 (Van electrification),Ships,Emissions (ktCO2e),30156.788763409742,0.0
2022,S3 (Van electrification),Ships,Emissions (ktCO2e),49240.58632975625,0.0
2023,S3 (Van electrification),Ships,Emissions (ktCO2e),46208.94320157988,0.0
2024,S3 (Van electrification),Ships,Emissions (ktCO2e),45435.932447703846,0.0
2025,S3 (Van electrification),Ships,Emissions (ktCO2e),47313.22243758716,0.0
2026,S3 (Van electrification),Ships,Emissions (ktCO2e),49423.44903836827,0.0
2027,S3 (Van electrification),Ships,Emissions (ktCO2e),51782.50835477462,0.0
2028,S3 (Van electrification),Ships,Emissions (ktCO2e),54406.29649153355,0.0
2029,S3 (Van electrification),Ships,Emissions (ktCO2e),57310.709553372464,0.0
2030,S3 (Van electrification),Ships,Emissions (ktCO2e),60511.64364501875,0.0
2031,S3 (Van electrification),Ships,Emissions (ktCO2e),64024.99487119983,0.0
2032,S3 (Van electrification),Ships,Emissions (ktCO2e),67866.65933664312,0.0
2033,S3 (Van electrification),Ships,Emissions (ktCO2e),72052.5331460759,0.0
2034,S3 (Van electrification),Ships,Emissions (ktCO2e),76598.51240422559,0.0
2035,S3 (Van electrification),Ships,Emissions (ktCO2e),81520.4932158197,0.0
2036,S3 (Van electrification),Ships,Emissions (ktCO2e),86834.37168558547,0.0
2037,S3 (Van electrification),Ships,Emissions (ktCO2e),92556.04391825042,0.0
2038,S3 (Van electrification),Ships,Emissions (ktCO2e),98701.40601854183,0.0
2039,S3 (Van electrification),Ships,Emissions (ktCO2e),105286.35409118712,0.0
2040,S3 (Van electrification),Ships,Emissions (ktCO2e),112326.78424091381,0.0
2041,S3 (Van electrification),Ships,Emissions (ktCO2e),119838.59257244912,0.0
2042,S3 (Van electrification),Ships,Emissions (ktCO2e),127837.67519052059,0.0
2043,S3 (Van electrification),Ships,Emissions (ktCO2e),136339.92819985538,0.0
2044,S3 (Van electrification),Ships,Emissions (ktCO2e),145361.24770518113,0.0
2045,S3 (Van electrification),Ships,Emissions (ktCO2e),154917.52981122513,0.0
2046,S3 (Van electrification),Ships,Emissions (ktCO2e),165024.67062271468,0.0
2047,S3 (Van electrification),Ships,Emissions (ktCO2e),175698.5662443773,0.0
2048,S3 (Van electrification),Ships,Emissions (ktCO2e),186955.11278094037,0.0
2049,S3 (Van electrification),Ships,Emissions (ktCO2e),198810.20633713133,0.0
2050,S3 (Van electrification),Ships,Emissions (ktCO2e),211279.74301767745,0.0
2002,S4 (Combined high-impact),Ships,Emissions (ktCO2e),40225.06786561302,0.0
2003,S4 (Combined high-impact),Ships,Emissions (ktCO2e),40965.672224732174,0.0
2004,S4 (Combined high-impact),Ships,Emissions (ktCO2e),41089.82252964465,0.0
2005,S4 (Combined high-impact),Ships,Emissions (ktCO2e),39527.140536123305,0.0
2006,S4 (Combined high-impact),Ships,Emissions (ktCO2e),38719.24799994094,0.0
2007,S4 (Combined high-impact),Ships,Emissions (ktCO2e),37333.066676870425,0.0
2008,S4 (Combined high-impact),Ships,Emissions (ktCO2e),38216.41832268459,0.0
2009,S4 (Combined high-impact),Ships,Emissions (ktCO2e),48721.32469315617,0.0
2010,S4 (Combined high-impact),Ships,Emissions (ktCO2e),40725.60754405812,0.0
2011,S4 (Combined high-impact),Ships,Emissions (ktCO2e),38374.588631163206,0.0
2012,S4 (Combined high-impact),Ships,Emissions (ktCO2e),38370.989710244234,0.0
2013,S4 (Combined high-impact),Ships,Emissions (ktCO2e),39158.83253707414,0.0
2014,S4 (Combined high-impact),Ships,Emissions (ktCO2e),55600.83886742563,0.0
2015,S4 (Combined high-impact),Ships,Emissions (ktCO2e),53730.8304570716,0.0
2016,S4 (Combined high-impact),Ships,Emissions (ktCO2e),29607.82906178484,0.0
2017,S4 (Combined high-impact),Ships,Emissions (ktCO2e),34936.556437338266,0.0
2018,S4 (Combined high-impact),Ships,Emissions (ktCO2e),39447.63433950461,0.0
2019,S4 (Combined high-impact),Ships,Emissions (ktCO2e),28373.584524056758,0.0
2020,S4 (Combined high-impact),Ships,Emissions (ktCO2e),48611.428746767546,0.0
2021,S4 (Combined high-impact),Ships,Emissions (ktCO2e),30156.788763409742,0.0
2022,S4 (Combined high-impact),Ships,Emissions (ktCO2e),49240.58632975625,0.0
2023,S4 (Combined high-impact),Ships,Emissions (ktCO2e),46208.94320157988,0.0
2024,S4 (Combined high-impact),Ships,Emissions (ktCO2e),45435.932447703846,0.0
2025,S4 (Combined high-impact),Ships,Emissions (ktCO2e),47313.22243758716,0.0
2026,S4 (Combined high-impact),Ships,Emissions (ktCO2e),49423.44903836827,0.0
2027,S4 (Combined high-impact),Ships,Emissions (ktCO2e),51782.50835477462,0.0
2028,S4 (Combined high-impact),Ships,Emissions (ktCO2e),54406.29649153355,0.0
2029,S4 (Combined high-impact),Ships,Emissions (ktCO2e),57310.709553372464,0.0
2030,S4 (Combined high-impact),Ships,Emissions (ktCO2e),60511.64364501875,0.0
2031,S4 (Combined high-impact),Ships,Emissions (ktCO2e),64024.99487119983,0.0
2032,S4 (Combined high-impact),Ships,Emissions (ktCO2e),67866.65933664312,0.0
2033,S4 (Combined high-impact),Ships,Emissions (ktCO2e),72052.5331460759,0.0
2034,S4 (Combined high-impact),Ships,Emissions (ktCO2e),76598.51240422559,0.0
2035,S4 (Combined high-impact),Ships,Emissions (ktCO2e),81520.4932158197,0.0
2036,S4 (Combined high-impact),Ships,Emissions (ktCO2e),86834.37168558547,0.0
2037,S4 (Combined high-impact),Ships,Emissions (ktCO2e),92556.04391825042,0.0
2038,S4 (Combined high-impact),Ships,Emissions (ktCO2e),98701.40601854183,0.0
2039,S4 (Combined high-impact),Ships,Emissions (ktCO2e),105286.35409118712,0.0
2040,S4 (Combined high-impact),Ships,Emissions (ktCO2e),112326.78424091381,0.0
2041,S4 (Combined high-impact),Ships,Emissions (ktCO2e),119838.59257244912,0.0
2042,S4 (Combined high-impact),Ships,Emissions (ktCO2e),127837.67519052059,0.0
2043,S4 (Combined high-impact),Ships,Emissions (ktCO2e),136339.92819985538,0.0
2044,S4 (Combined high-impact),Ships,Emissions (ktCO2e),145361.24770518113,0.0
2045,S4 (Combined high-impact),Ships,Emissions (ktCO2e),154917.52981122513,0.0
2046,S4 (Combined high-impact),Ships,Emissions (ktCO2e),165024.67062271468,0.0
2047,S4 (Combined high-impact),Ships,Emissions (ktCO2e),175698.5662443773,0.0
2048,S4 (Combined high-impact),Ships,Emissions (ktCO2e),186955.11278094037,0.0
2049,S4 (Combined high-impact),Ships,Emissions (ktCO2e),198810.20633713133,0.0
2050,S4 (Combined high-impact),Ships,Emissions (ktCO2e),211279.74301767745,0.0
2002,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2003,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2004,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2005,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2006,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2007,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2008,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2009,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2010,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2011,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2012,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2013,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2014,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2015,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2016,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2017,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2018,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2019,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2020,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2021,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2022,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2023,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2024,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.45960626103016,0.0
2025,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.41921252206032,0.0
2026,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.37881878309048,0.0
2027,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.33842504412064,0.0
2028,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.2980313051508,0.0
2029,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.25763756618096,0.0
2030,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.21724382721112,0.0
2031,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.17685008824128,0.0
2032,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.13645634927144,0.0
2033,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.09606261030161,0.0
2034,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.05566887133177,0.0
2035,S0 (baseline),Ships,Energy Intensity (MJ/t·km),37.01527513236193,0.0
2036,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.97488139339209,0.0
2037,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.93448765442225,0.0
2038,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.89409391545241,0.0
2039,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.85370017648257,0.0
2040,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.81330643751273,0.0
2041,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.77291269854288,0.0
2042,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.73251895957304,0.0
2043,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.6921252206032,0.0
2044,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.65173148163336,0.0
2045,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.61133774266352,0.0
2046,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.57094400369368,0.0
2047,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.53055026472384,0.0
2048,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.490156525754,0.0
2049,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.44976278678416,0.0
2050,S0 (baseline),Ships,Energy Intensity (MJ/t·km),36.40936904781432,0.0
2002,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2003,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2004,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2005,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2006,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2007,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2008,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2009,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2010,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2011,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2012,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2013,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2014,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2015,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2016,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2017,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2018,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2019,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2020,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2021,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2022,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2023,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2024,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.45960626103016,0.0
2025,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.41921252206032,0.0
2026,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.37881878309048,0.0
2027,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.33842504412064,0.0
2028,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.2980313051508,0.0
2029,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.25763756618096,0.0
2030,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.21724382721112,0.0
2031,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.17685008824128,0.0
2032,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.13645634927144,0.0
2033,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.09606261030161,0.0
2034,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.05566887133177,0.0
2035,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),37.01527513236193,0.0
2036,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.97488139339209,0.0
2037,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.93448765442225,0.0
2038,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.89409391545241,0.0
2039,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.85370017648257,0.0
2040,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.81330643751273,0.0
2041,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.77291269854288,0.0
2042,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.73251895957304,0.0
2043,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.6921252206032,0.0
2044,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.65173148163336,0.0
2045,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.61133774266352,0.0
2046,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.57094400369368,0.0
2047,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.53055026472384,0.0
2048,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.490156525754,0.0
2049,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.44976278678416,0.0
2050,S1 (Net-zero policy),Ships,Energy Intensity (MJ/t·km),36.40936904781432,0.0
2002,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2003,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2004,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2005,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2006,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2007,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2008,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2009,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2010,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2011,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2012,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2013,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2014,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2015,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2016,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2017,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2018,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2019,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2020,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2021,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2022,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2023,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2024,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.45960626103016,0.0
2025,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.41921252206032,0.0
2026,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.37881878309048,0.0
2027,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.33842504412064,0.0
2028,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.2980313051508,0.0
2029,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.25763756618096,0.0
2030,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.21724382721112,0.0
2031,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.17685008824128,0.0
2032,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.13645634927144,0.0
2033,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.09606261030161,0.0
2034,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.05566887133177,0.0
2035,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),37.01527513236193,0.0
2036,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.97488139339209,0.0
2037,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.93448765442225,0.0
2038,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.89409391545241,0.0
2039,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.85370017648257,0.0
2040,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.81330643751273,0.0
2041,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.77291269854288,0.0
2042,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.73251895957304,0.0
2043,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.6921252206032,0.0
2044,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.65173148163336,0.0
2045,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.61133774266352,0.0
2046,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.57094400369368,0.0
2047,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.53055026472384,0.0
2048,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.490156525754,0.0
2049,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.44976278678416,0.0
2050,S2 (Fuel switch – HGV→HVO),Ships,Energy Intensity (MJ/t·km),36.40936904781432,0.0
2002,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2003,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2004,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2005,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2006,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2007,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2008,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2009,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2010,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2011,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2012,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2013,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2014,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2015,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2016,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2017,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2018,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2019,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2020,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2021,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2022,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2023,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2024,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.45960626103016,0.0
2025,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.41921252206032,0.0
2026,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.37881878309048,0.0
2027,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.33842504412064,0.0
2028,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.2980313051508,0.0
2029,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.25763756618096,0.0
2030,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.21724382721112,0.0
2031,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.17685008824128,0.0
2032,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.13645634927144,0.0
2033,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.09606261030161,0.0
2034,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.05566887133177,0.0
2035,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),37.01527513236193,0.0
2036,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.97488139339209,0.0
2037,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.93448765442225,0.0
2038,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.89409391545241,0.0
2039,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.85370017648257,0.0
2040,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.81330643751273,0.0
2041,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.77291269854288,0.0
2042,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.73251895957304,0.0
2043,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.6921252206032,0.0
2044,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.65173148163336,0.0
2045,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.61133774266352,0.0
2046,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.57094400369368,0.0
2047,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.53055026472384,0.0
2048,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.490156525754,0.0
2049,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.44976278678416,0.0
2050,S3 (Van electrification),Ships,Energy Intensity (MJ/t·km),36.40936904781432,0.0
2002,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2003,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2004,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2005,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2006,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2007,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2008,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2009,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
2010,S4 (Combined high-impact),Ships,Energy Intensity (MJ/t·km),37.5,0.0
